Ticker,Brand_Name,event_date,prev_trading_day,actual_event_trading_day,next_trading_day,Tarrif_News,volume_before_event,volume_on_event,volume_after_event,pct_change_before_to_event,pct_change_event_to_after
COIN,coinbase,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,11180000,7747000,6420600,-30.71,-17.12
COST,costco,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",1873800,2746700,1992497,46.58,-27.46
COST,costco,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",1873800,2746700,1992497,46.58,-27.46
COST,costco,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",1552161,2034800,1747800,31.09,-14.1
COST,costco,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",2417700,2534400,1897200,4.83,-25.14
COST,costco,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",2534400,1897200,2582100,-25.14,36.1
COST,costco,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",2582100,5507000,4451400,113.28,-19.17
COST,costco,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",3203300,2327400,3443200,-27.34,47.94
COST,costco,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",1621800,1644700,1545000,1.41,-6.06
COST,costco,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",2040100,1708800,3092500,-16.24,80.97
COST,costco,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",5161200,4626600,3539900,-10.36,-23.49
COST,costco,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",3539900,5080400,4203300,43.52,-17.26
COST,costco,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",5080400,4203300,2720100,-17.26,-35.29
COST,costco,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,4203300,2720100,2218700,-35.29,-18.43
CRM,salesforce / slack,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",5778000,4538800,4959522,-21.45,9.27
CRM,salesforce / slack,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",5778000,4538800,4959522,-21.45,9.27
CRM,salesforce / slack,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",7613200,5979500,5453700,-21.46,-8.79
CRM,salesforce / slack,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",6293200,9095200,6608600,44.52,-27.34
CRM,salesforce / slack,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",9095200,6608600,10392300,-27.34,57.25
CRM,salesforce / slack,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",10392300,8246100,10034100,-20.65,21.68
CRM,salesforce / slack,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",8312600,7458800,9488700,-10.27,27.21
CRM,salesforce / slack,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",4300900,5070300,3755400,17.89,-25.93
CRM,salesforce / slack,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",4597400,5385400,8867700,17.14,64.66
CRM,salesforce / slack,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",9693800,11965200,9333700,23.43,-21.99
CRM,salesforce / slack,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",9333700,12483000,9460000,33.74,-24.22
CRM,salesforce / slack,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",12483000,9460000,6087200,-24.22,-35.65
CRM,salesforce / slack,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,9460000,6087200,6038100,-35.65,-0.81
CROX,crocs,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",1674800,2146600,1099223,28.17,-48.79
CROX,crocs,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",1674800,2146600,1099223,28.17,-48.79
CROX,crocs,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",2082600,3436300,2554800,65,-25.65
CROX,crocs,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",1776100,2232100,1589600,25.67,-28.78
CROX,crocs,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",2232100,1589600,1472900,-28.78,-7.34
CROX,crocs,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",1472900,1860900,1826500,26.34,-1.85
CROX,crocs,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",1440100,1684000,1451700,16.94,-13.79
CROX,crocs,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",1662300,1493800,1075000,-10.14,-28.04
CROX,crocs,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",1526400,1462500,4823700,-4.19,229.83
CROX,crocs,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",4696900,3237700,2730700,-31.07,-15.66
CROX,crocs,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",2730700,3277300,1908800,20.02,-41.76
CROX,crocs,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",3277300,1908800,1889800,-41.76,-1
CROX,crocs,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,1908800,1889800,2046300,-1,8.28
CSCO,cisco,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",16554200,20360900,12571717,23,-38.26
CSCO,cisco,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",16554200,20360900,12571717,23,-38.26
CSCO,cisco,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",23859600,15813000,17697200,-33.72,11.92
CSCO,cisco,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",21808400,24583500,14930800,12.72,-39.26
CSCO,cisco,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",24583500,14930800,23141200,-39.26,54.99
CSCO,cisco,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",23141200,21154000,27380900,-8.59,29.44
CSCO,cisco,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",25784700,18934000,16448100,-26.57,-13.13
CSCO,cisco,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",20876000,30621200,25714900,46.68,-16.02
CSCO,cisco,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",17377900,18558400,39992000,6.79,115.49
CSCO,cisco,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",42920000,46816200,37329400,9.08,-20.26
CSCO,cisco,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",37329400,53374800,31959400,42.98,-40.12
CSCO,cisco,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",53374800,31959400,23031800,-40.12,-27.93
CSCO,cisco,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,31959400,23031800,15657100,-27.93,-32.02
DAL,delta air lines,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",4482900,5708600,7778582,27.34,36.26
DAL,delta air lines,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",4482900,5708600,7778582,27.34,36.26
DAL,delta air lines,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",5313900,6823900,7898300,28.42,15.74
DAL,delta air lines,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",7962900,17868500,8740600,124.4,-51.08
DAL,delta air lines,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",17868500,8740600,10666900,-51.08,22.04
DAL,delta air lines,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",10666900,15664100,20114700,46.85,28.41
DAL,delta air lines,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",31460900,16753200,16223900,-46.75,-3.16
DAL,delta air lines,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",8226000,6853200,11152000,-16.69,62.73
DAL,delta air lines,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",13971300,10036400,18113000,-28.16,80.47
DAL,delta air lines,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",22144800,20498800,24634100,-7.43,20.17
DAL,delta air lines,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",24634100,41413500,20035300,68.11,-51.62
DAL,delta air lines,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",41413500,20035300,13707000,-51.62,-31.59
DAL,delta air lines,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,20035300,13707000,12495200,-31.59,-8.84
DIS,the walt disney company,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",7793400,8864300,11115905,13.74,25.4
DIS,the walt disney company,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",7793400,8864300,11115905,13.74,25.4
DIS,the walt disney company,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",8666400,8233800,7454600,-4.99,-9.46
DIS,the walt disney company,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",7880500,12652000,9954900,60.55,-21.32
DIS,the walt disney company,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",12652000,9954900,11608500,-21.32,16.61
DIS,the walt disney company,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",11608500,12714700,10892500,9.53,-14.33
DIS,the walt disney company,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",16898700,11887600,11052700,-29.65,-7.02
DIS,the walt disney company,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",7363900,6314000,6596000,-14.26,4.47
DIS,the walt disney company,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",8760300,7929800,19332700,-9.48,143.8
DIS,the walt disney company,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",22567200,20456000,14830500,-9.36,-27.5
DIS,the walt disney company,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",14830500,24957200,16365100,68.28,-34.43
DIS,the walt disney company,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",24957200,16365100,10195700,-34.43,-37.7
DIS,the walt disney company,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,16365100,10195700,10835900,-37.7,6.28
FDX,fedex,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",2341200,3764900,1736364,60.81,-53.88
FDX,fedex,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",2341200,3764900,1736364,60.81,-53.88
FDX,fedex,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",1392000,1216300,1414800,-12.62,16.32
FDX,fedex,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",1225400,2333900,1369100,90.46,-41.34
FDX,fedex,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",2333900,1369100,1902100,-41.34,38.93
FDX,fedex,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",1902100,1569300,1657900,-17.5,5.65
FDX,fedex,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",1966000,1703100,1565400,-13.37,-8.09
FDX,fedex,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",2668900,2190900,1674200,-17.91,-23.58
FDX,fedex,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",1369600,988100,5065200,-27.85,412.62
FDX,fedex,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",3618500,3023800,2406200,-16.43,-20.42
FDX,fedex,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",2406200,3528500,2807000,46.64,-20.45
FDX,fedex,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",3528500,2807000,2197300,-20.45,-21.72
FDX,fedex,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,2807000,2197300,1507200,-21.72,-31.41
FL,foot locker,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",2649515,3814400,1972510,43.97,-48.29
FL,foot locker,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",2649515,3814400,1972510,43.97,-48.29
FL,foot locker,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",3963900,4554800,2322100,14.91,-49.02
FL,foot locker,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",7004500,6306800,11352400,-9.96,80
FL,foot locker,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",6306800,11352400,6852400,80,-39.64
FL,foot locker,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",6852400,4346800,7458800,-36.57,71.59
FL,foot locker,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",5400900,6507800,4511000,20.49,-30.68
FL,foot locker,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",2961000,4070200,4013900,37.46,-1.38
FL,foot locker,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",3708100,3511400,10058900,-5.3,186.46
FL,foot locker,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",10970900,6729000,5269700,-38.67,-21.69
FL,foot locker,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",5269700,8817800,5379300,67.33,-38.99
FL,foot locker,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",8817800,5379300,5658200,-38.99,5.18
FL,foot locker,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,5379300,5658200,6163800,5.18,8.94
GOOGL,google,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",32001100,27735600,37413044,-13.33,34.89
GOOGL,google,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",32001100,27735600,37413044,-13.33,34.89
GOOGL,google,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",49246800,23064200,21215300,-53.17,-8.02
GOOGL,google,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",40699800,45331600,30925300,11.38,-31.78
GOOGL,google,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",45331600,30925300,28225900,-31.78,-8.73
GOOGL,google,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",28225900,27369400,43502900,-3.03,58.95
GOOGL,google,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",37720000,28301800,31711900,-24.97,12.05
GOOGL,google,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",24143700,28901600,24472800,19.71,-15.32
GOOGL,google,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",30647000,24774200,46779600,-19.16,88.82
GOOGL,google,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",62138600,76794100,52083900,23.59,-32.18
GOOGL,google,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",52083900,70308700,47958400,34.99,-31.79
GOOGL,google,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",70308700,47958400,33595900,-31.79,-29.95
GOOGL,google,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,47958400,33595900,30305500,-29.95,-9.79
HD,the home depot,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",2761000,2896200,1415236,4.9,-51.13
HD,the home depot,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",2761000,2896200,1415236,4.9,-51.13
HD,the home depot,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",2530200,2616500,1441800,3.41,-44.9
HD,the home depot,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",3397000,4383800,2779800,29.05,-36.59
HD,the home depot,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",4383800,2779800,4216400,-36.59,51.68
HD,the home depot,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",4216400,4573900,3707900,8.48,-18.93
HD,the home depot,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",4011900,3364400,7059100,-16.14,109.82
HD,the home depot,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",2799500,3140900,3035100,12.2,-3.37
HD,the home depot,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",2801600,3183000,5403400,13.61,69.76
HD,the home depot,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",7528200,6950500,4866700,-7.67,-29.98
HD,the home depot,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",4866700,6790100,5571800,39.52,-17.94
HD,the home depot,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",6790100,5571800,3574400,-17.94,-35.85
HD,the home depot,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,5571800,3574400,2841800,-35.85,-20.5
HLT,hilton,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",1888311,1167200,1187304,-38.19,1.72
HLT,hilton,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",1888311,1167200,1187304,-38.19,1.72
HLT,hilton,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",1639600,1392200,2045000,-15.09,46.89
HLT,hilton,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",1119300,1950100,1284500,74.22,-34.13
HLT,hilton,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",1950100,1284500,1704600,-34.13,32.71
HLT,hilton,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",1704600,2219300,3351000,30.19,50.99
HLT,hilton,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",4238400,3361500,4308000,-20.69,28.16
HLT,hilton,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",1882900,1735400,2225000,-7.83,28.21
HLT,hilton,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",2005600,1508100,4213300,-24.81,179.38
HLT,hilton,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",5071300,6159100,4003300,21.45,-35
HLT,hilton,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",4003300,6665600,3213900,66.5,-51.78
HLT,hilton,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",6665600,3213900,2751800,-51.78,-14.38
HLT,hilton,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,3213900,2751800,2872600,-14.38,4.39
HMC,honda,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",1195800,1652500,2805194,38.19,69.75
HMC,honda,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",1195800,1652500,2805194,38.19,69.75
HMC,honda,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",1037800,654900,701200,-36.9,7.07
HMC,honda,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",1714500,1469200,1370000,-14.31,-6.75
HMC,honda,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",1469200,1370000,1327300,-6.75,-3.12
HMC,honda,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",1327300,1120000,809100,-15.62,-27.76
HMC,honda,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",1640300,1089000,649300,-33.61,-40.38
HMC,honda,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",771300,1061400,1041200,37.61,-1.9
HMC,honda,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",909300,1032200,1558000,13.52,50.94
HMC,honda,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",1830000,2192400,1781200,19.8,-18.76
HMC,honda,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",1781200,2423800,1484900,36.08,-38.74
HMC,honda,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",2423800,1484900,948900,-38.74,-36.1
